mdds_stc,state_name,mdds_dtc,district_name,mdds_sub_dt,sub-district_name,mdds_plcn,area_name
3,PUNJAB,35,Gurdaspur,200,Dhar Kalan,27374,Darbahn (406)
3,PUNJAB,35,Gurdaspur,200,Dhar Kalan,27375,Darkua Bangla (405)
3,PUNJAB,35,Gurdaspur,200,Dhar Kalan,27376,Sarti(404)
3,PUNJAB,35,Gurdaspur,200,Dhar Kalan,27377,Dukhan Iyali (407)
3,PUNJAB,35,Gurdaspur,200,Dhar Kalan,27378,Ghar (408)
3,PUNJAB,35,Gurdaspur,200,Dhar Kalan,27379,Barsudhal (409)
3,PUNJAB,35,Gurdaspur,200,Dhar Kalan,27380,Dunera (418)
3,PUNJAB,35,Gurdaspur,200,Dhar Kalan,27381,Bhamlada (410)
3,PUNJAB,35,Gurdaspur,200,Dhar Kalan,27382,Nalloh (411)
3,PUNJAB,35,Gurdaspur,200,Dhar Kalan,27383,Phangota (403)
3,PUNJAB,35,Gurdaspur,200,Dhar Kalan,27384,Dhar Khurd (412)
3,PUNJAB,35,Gurdaspur,200,Dhar Kalan,27385,Faugli Mawa (413)
3,PUNJAB,35,Gurdaspur,200,Dhar Kalan,27386,Lanjera (417)
3,PUNJAB,35,Gurdaspur,200,Dhar Kalan,27387,Lohrun (Lehroon) (419)
3,PUNJAB,35,Gurdaspur,200,Dhar Kalan,27388,Bakhatpur (420)
3,PUNJAB,35,Gurdaspur,200,Dhar Kalan,27389,Rohg (416)
3,PUNJAB,35,Gurdaspur,200,Dhar Kalan,27390,Bhanguri (415)
3,PUNJAB,35,Gurdaspur,200,Dhar Kalan,27391,Jalahar (414)
3,PUNJAB,35,Gurdaspur,200,Dhar Kalan,27392,Dhar Kalan (400)
3,PUNJAB,35,Gurdaspur,200,Dhar Kalan,27393,Hardo Saran (401)
3,PUNJAB,35,Gurdaspur,200,Dhar Kalan,27394,Chamrour (402)
3,PUNJAB,35,Gurdaspur,200,Dhar Kalan,27395,Thara Uparla (399/2)
3,PUNJAB,35,Gurdaspur,200,Dhar Kalan,27396,Thara Jhikla (399/1)
3,PUNJAB,35,Gurdaspur,200,Dhar Kalan,27397,Narianpur (395)
3,PUNJAB,35,Gurdaspur,200,Dhar Kalan,27398,Hara (394)
3,PUNJAB,35,Gurdaspur,200,Dhar Kalan,27399,Tarhari (396)
3,PUNJAB,35,Gurdaspur,200,Dhar Kalan,27400,Tureti (397)
3,PUNJAB,35,Gurdaspur,200,Dhar Kalan,27401,Kot (CT)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27402,Rajpura(366)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27403,Barkola (365)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27404,Harur (364)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27405,Kamwal (363)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27406,Khala (362)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27407,Sadhauri (361)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27408,Madhopur  (358)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27409,Madhopur Chhauni (359)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27410,Gurah Khurd (360)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27411,Ranipur (356)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27412,Mutfaroa (355)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27413,Jhanjeli (354)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27414,Dadwan (370)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27415,Baroi (369)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27416,Jindrai (368)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27417,Jungath (371)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27418,Nagrota (372)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27419,Kother (375)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27420,Karoli (374)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27421,Gagroli  (373)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27422,Turehti (393)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27423,Haryal   (392)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27424,Baghar (391)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27425,Jandwal (383)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27426,Tahra (382)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27427,Chatwal (381)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27428,Barsun (380)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27429,Sangher (379)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27430,Jharoli (387)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27431,Halahar (386)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27432,Kalarwan (384)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27433,Jakral (385)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27434,Athotarwan  (389)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27435,Bhortarwan (388)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27436,Phadial (377)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27437,Siyonti (376)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27438,Lamin (342) (Part)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27439,Kairi (350)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27440,Phangoli (351)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27441,Chak Madho Singh (344)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27442,Kingarian (337)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27443,Gosainpur (345)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27444,Kahanpur (349)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27445,Paddian Lahri (346)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27446,Chhotepur (347)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27447,Gandran Lahri (348)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27448,Nihalpur (353)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27449,Bhanwal (227)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27450,Bheri Bazurg (217)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27451,Mirzapur (219)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27452,Chhan (221)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27453,Attapur (222)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27454,Hajipur (220)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27455,Ferozepur Kalan (224)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27456,Bhol Chak (223)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27457,Khadawar (225)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27458,Azizpur Kalan (226)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27459,Bhajurah (234)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27460,Islampur (237)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27461,Jhakhian Lahri (236)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27462,Bahadar Lahri (239)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27463,Bharoli Khurd (242)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27464,Bharoli Kalan (243)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27465,Dadwal (238)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27466,Asa Bano (205)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27467,Itti (233)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27468,Sujanpur ( Rural ) (229)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27469,Phool Piara (212)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27470,Phaloura (213)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27471,Shahar (218)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27472,Bhadrali (216)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27473,Basroop (215)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27474,Jhandpur (210)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27475,Lahri Samanchan (214)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27476,Sherpur (208)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27477,Kalesar (211)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27478,Panjor (206)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27479,Aima Mughlan (207)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27480,Gatora (204)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27481,Muradpur (203)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27482,Bahlolpur (241)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27483,Jamalpur (245)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27484,Deriwala (246)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27485,Lado Chak (329)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27486,Sailli (332)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27487,Aima Chahngan (324)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27488,Darsopur (325)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27489,Tajpur (328)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27490,Beli Akalian (326)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27491,Maira Mahantan (327)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27492,Naushenra Nalbandan (319)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27493,Lahri (318)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27494,Simbli Gujjran (313)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27495,Talwara Jattan (312)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27496,Beli Chahngan (309)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27497,Nangal Bhor (310)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27498,Bhor (308)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27499,Chak Bhatian (307)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27500,Phulra (306)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27501,Chak Manhasan (303)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27502,Ghebe (305)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27503,Jindri (304)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27504,Ghiala (300)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27505,Chak Narainian (302)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27506,Chak Bharain (301)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27507,Anehar (293)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27508,Andoi (292)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27509,Lahri Brahmanan (294)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27510,Barwan (299)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27511,Talwara Gujjran (311)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27512,Kaunterpur (298)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27513,Napwal (297)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27514,Chak Chimna (296)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27515,Gurah Kalan (291)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27516,Mirthal (288)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27517,Abadgarh (287)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27518,Bela Mastgarh (421)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27519,Khokhar (286)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27520,Dhaki Nimmon (285)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27521,Nalunga (289)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27522,Ghandran (290)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27523,Dhaki Shada (295)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27524,Gharota Khurd (284)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27525,Gharota Kalan (278)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27526,Garhmal (279)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27527,Nala (280)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27528,Pawar (283)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27529,Naurangpur (282)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27530,Chhawla (281)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27531,Azizpur Khurd (314)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27532,Jhaluia (316)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27533,Najo Chak (317)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27534,Farida Nagar (258)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27535,Mirzapur (320)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27536,Bias Lahri (321)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27537,Panjupur (323)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27538,Fatehgarh (322)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27539,Chhani Maqimpur(257)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27540,Gulpur (248)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27541,Nahar Ke Bir (247)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27542,Chak Paswala(250)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27543,Aima Gujjran (251)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27544,Jaswan Lahri (253)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27545,Raj Parura (252)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27546,Khoba (200)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27547,Barath (199)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27548,Lehri Bawian (198)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27549,Jakhbar  (202)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27550,Sundar Chak (197)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27551,Bani Lodhi (209)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27552,Chakral (89)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27553,Lahri Mahantan (90)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27554,Chak Sundar (91)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27555,Bhagwansar (196)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27556,Chak Bhagwansar (92)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27557,Chak Bhoia (94)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27558,Bhoa (195)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27559,Targarh (193)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27560,Gobindsar (192)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27561,Kotli Mughlan (254)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27562,Pathan Chak (189)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27563,Balsua (190)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27564,Phangarian (191)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27565,Sokalgarh (255)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27566,Samrala (249)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27567,Simbli (256)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27568,Kataru Chak (259)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27569,Papial (315)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27570,Jakrawar (261)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27571,Chashma (260)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27572,Bassi  Afghana (262)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27573,Gujrat (264)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27574,Bagial (265)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27575,Mamial (266)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27576,Bhimpur (267)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27577,Khani Khui (268)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27578,Wadala (269)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27579,Bahladpur (263)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27580,Haibo (271)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27581,Milwan (270)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27582,Chuhan (277)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27583,Jangal (276)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27584,Bhawani (274)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27585,Kunda (273)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27586,Ferozepur Khurd (272)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27587,Saidowal     (165)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27588,Shahidpur (166)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27589,Namala (164)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27590,Chhani  Tola (275)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27591,Mari (162)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27592,Dalla Balim (161)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27593,Parmanand  (163)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27594,Lahri  Sarmon (168)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27595,Najowal (170)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27596,Kanwan (167)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27597,Ladpalwan (178)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27598,Dibku (179)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27599,Jhako Lahri (181)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27600,Dhalorian (180)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27601,Dhobra (182)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27602,Jagatpur (177)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27603,Gurdaspur Bhaian (176)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27604,Lahri (183)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27605,Bharial (184)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27606,Gotran Lahri (188)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27607,Naushehra (187)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27608,Sultanpur (194)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27609,Sohaura Khurd (96)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27610,Nangal  (95)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27611,Sharif Chak (93)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27612,Kiri Khurd  (88)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27613,Maira Kalan (87)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27614,Jhumber Tarf  Narot (86)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27615,Chak Hari Rai (85)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27616,Gugran (84)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27617,Malharwan (81)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27618,Naroli (82)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27619,Kharkhara Thuthowala (83)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27620,Taloor (22)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27621,Man Singhpur (23)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27622,Kharkhara Tarf Narot (80)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27623,Siyonti Tarf Narot (78)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27624,Jaswan (77)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27625,Mangial (76)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27626,Malpur (75)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27627,Katani (74)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27628,Sohaura Kalan (97)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27629,Khush Nagar (98)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27630,Chhani (186)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27631,Akhrota (185)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27632,Man Mangal (100)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27633,Sharaf Chak (101)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27634,Baironpur  (102)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27635,Nangal Farida  (103)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27636,Salowal (157)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27637,Malkana (174)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27638,Hayati Chak  (173)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27639,Sherpur Giddarpur (175)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27640,Danour (172)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27641,Lahri Gujran (171)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27642,Thakarpur (169)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27643,Tango Shah (158)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27644,Alikhan (159)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27645,Paharo Chak (160)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27646,Dholowal (154)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27647,Bahdo Chak (153)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27648,Madarpur (152)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27649,Khiyala (151)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27650,Saidipur (155)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27651,Rahimpur (156)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27652,Pakho Chak (148)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27653,Mahi-Ul-Dinpur (150)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27654,Jani  Chak (149)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27655,Begowal (147)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27656,Taragarh (146)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27657,Bhatoia (106)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27658,Rattangarh (105)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27659,Darsopur (107)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27660,Jhela Amda Gurdaspur (104)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27661,Jhela Amda Shakargarh (99)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27662,Chak Sahu (64)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27663,Sahu Chak  (109)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27664,Gidri (110)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27665,Chhaurian (63)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27666,Datyal (62)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27667,Raipur (65)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27668,Gol (61)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27669,Barkat (66)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27670,Kathlaur (73)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27671,Polla (69)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27672,Bahadurpur (72)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27673,Udipur Aima (71)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27674,Dalpat Tarf Narot (79)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27675,Chak Man Singhpur  (27)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27676,Bhagwanpur (24)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27677,Fatehpur (21)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27678,Alyal (25)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27679,Antor (26)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27680,Aima Saidan (19)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27681,Mastpur (20)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27682,Janial (17)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27683,Chak Amir (18)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27684,Samrala (15)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27685,Bhakhri (16)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27686,Sarota (34)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27687,Kot  Bhattian (14)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27688,Balotar (11)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27689,Dulo Bhalial (12)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27690,Gohla (13)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27691,Palah (1)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27692,Dhalatar (2)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27693,Bhupalpur (3)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27694,Kotli  Jawahar (4)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27695,Dhinda (6)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27696,Sakol (7)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27697,Khojki  Chak (5)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27698,Simbal (8)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27699,Danwal  (9)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27700,Dostpur (10)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27701,Pindi  Parolian (35)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27702,Bamyal (37)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27703,Manwal  Mangwal (31)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27704,Muthi (33)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27705,Ratarwan  (32)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27706,Mirzapur (28)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27707,Ram Kalwan (30)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27708,Fatto Chak (29)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27709,Kilpur (70)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27710,Ghazi Barwan (40)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27711,Anyal (36)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27712,Adam Barwan (39)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27713,Kanshi Barwan (38)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27714,Khudaipur (47)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27715,Jaitpur (48)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27716,Hamza (49)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27717,Madho Jainpur (46)
3,PUNJAB,35,Gurdaspur,201,Pathankot,27718,Bhagwal (44)
